article name	author	% '.'	% ','	% '?'	% ':'	% ';'	% ' '	% '!'	% '-'	% '_'	% '('	% '"'	% '/'	sentences-to-words ratio	avg. sentence length	%" "	%"\n"	%"the"	%"and"	%"'"	%"of"	%"to"	%"-"	%"a"	%"in"	%"i"	%"""	%"that"	%"he"	%"it"	%"wa"	%"hi"	%"you"	%"with"	%"for"	%"as"	%"is"	%"+"	%"but"	%"her"	%"be"	%"not"	%"had"	%"my"	%"s"	%"at"	%"on"	%"thi"	%"she"	%"all"	%"have"	%"him"	%"they"	%"me"	%"by"	%"so"	%"which"	%"we"	%"from"	%"one"	%"no"	%""	%"were"	%"or"	%"are"
The Tragedie of_19.txt	Shakespeare	0.02336448598130841	0.019470404984423675	0.003894080996884735	0.01791277258566978	0.004672897196261682	0	0	0	0	0.000778816199376947	0	0	0.021604938271604937	84.97142857142858	908	74	27	7	22	16	16	28	12	14	6	0	8	9	17	4	5	2	1	6	7	12	0	3	2	4	9	1	4	3	1	0	3	0	2	0	2	0	1	2	6	1	4	1	1	4	0	0	1	5
The Fortunes an_1.txt	Defoe	0.006782215523737754	0.04747550866616428	0	0	0.008289374529012811	0	0	0	0	0	0	0	0.004629629629629629	353.1111111111111	1182	96	22	31	16	8	34	2	15	6	27	0	11	0	4	14	0	3	6	15	11	1	0	6	11	8	4	6	11	4	5	0	2	9	2	2	0	9	16	2	7	0	0	0	2	4	0	3	2	1
Sylvie and Brun_0.txt	Carroll	0.007674597083653108	0.056024558710667687	0	0.004604758250191865	0.0023023791250959325	0	0.0015349194167306216	0	0	0.0007674597083653108	0	0	0.005792522380200105	315.1818181818182	1140	98	33	25	0	29	32	0	8	7	14	0	17	3	14	0	1	0	9	12	4	8	0	2	0	8	2	0	2	1	4	1	10	0	2	4	2	4	2	5	3	7	2	1	1	5	2	0	0	2
American Notes_2.txt	Dickens	0.021795989537925022	0.044463818657367045	0	0.0034873583260680036	0.006102877070619006	0	0.0008718395815170009	0	0	0.0026155187445510027	0	0	0.015151515151515152	118.08	980	88	30	26	0	16	15	18	17	5	10	0	4	0	12	8	0	0	4	3	2	9	0	4	3	6	2	1	5	2	4	10	3	11	3	1	0	0	0	2	3	5	0	1	7	0	6	1	0	2
The Tragedy of_7.txt	Twain	0.016541353383458645	0.03383458646616541	0	0.0015037593984962407	0.008270676691729323	0	0	0	0	0	0	0	0.011230219499744768	165.6818181818182	1154	106	31	41	18	11	13	14	12	11	0	14	7	16	6	21	8	0	6	4	3	0	0	4	13	1	1	4	0	6	6	10	4	6	8	1	11	0	0	4	1	0	0	3	3	4	0	1	0	0
The Red One_18.txt	London	0.027462121212121212	0.03125	0	0	0	0	0.000946969696969697	0	0	0.000946969696969697	0	0	0.019846350832266324	81.25806451612904	924	68	30	20	0	10	13	4	16	13	16	0	6	3	5	11	0	2	5	9	3	0	0	7	7	1	0	7	2	4	3	3	0	14	4	5	4	1	3	0	0	3	1	2	1	1	28	1	1	0
A Son Of The Su_16.txt	London	0.03383793410507569	0.037399821905609976	0.0017809439002671415	0	0	0	0	0	0	0	0	0	0.024330900243309004	72.85	940	88	50	23	32	18	12	12	15	15	8	24	7	6	4	6	7	8	4	6	0	2	0	1	0	1	0	1	2	4	4	7	0	0	0	0	0	4	1	1	0	0	0	1	0	5	0	3	1	0
The Vikings of_3.txt	Ibsen	0.036720751494449186	0.02305721605465414	0.008539709649871904	0.0025619128949615714	0.007685738684884714	0	0.009393680614859094	0	0	0.009393680614859094	0	0	0.04033290653008963	41.93650793650794	938	50	6	15	18	7	23	14	6	2	12	0	6	7	4	1	6	2	6	1	6	7	0	4	5	6	6	2	6	7	0	3	9	3	3	2	3	1	7	0	1	0	2	1	1	2	0	1	3	2
The People of t_3.txt	London	0.024305555555555556	0.046875	0	0	0.001736111111111111	0	0.0026041666666666665	0	0	0	0	0	0.01900674432863274	92.80645161290323	982	84	35	27	6	17	7	6	12	9	2	10	3	5	7	2	4	2	3	1	4	7	0	3	1	3	5	0	3	3	4	4	6	2	3	2	0	8	0	4	4	4	4	1	3	0	0	2	3	9
Our Mutual Frie_4.txt	Dickens	0.017790262172284643	0.04400749063670412	0	0.0009363295880149813	0.0046816479400749065	0	0	0	0	0.0009363295880149813	0	0	0.01215611004478567	152.26315789473685	930	82	25	16	16	14	13	12	11	9	5	0	9	14	9	8	7	2	7	4	6	6	0	4	3	3	3	2	0	3	6	5	2	1	2	5	2	5	0	3	2	2	2	3	1	0	0	1	0	1
Nicholas Nickle_7.txt	Dickens	0.007901668129938543	0.038630377524143986	0	0	0.006145741878841089	0	0	0	0	0.001755926251097454	0	0	0.007017543859649123	273.6666666666667	1012	102	38	30	6	12	18	16	9	12	0	0	8	12	4	8	11	0	6	3	8	2	0	1	3	3	1	4	0	2	5	2	1	0	6	1	4	4	0	0	4	4	0	0	2	1	0	1	1	1
The Life of Tim_3.txt	Shakespeare	0.04380242311276794	0.04287045666356011	0.0065237651444548	0.003727865796831314	0.0065237651444548	0	0.008387698042870456	0	0	0	0	0	0.040776699029126215	43.61904761904762	840	142	6	8	34	9	16	4	9	5	11	0	12	0	1	0	1	17	4	2	1	1	0	3	0	3	1	3	12	3	4	0	2	0	3	11	0	4	2	0	2	1	8	3	1	2	0	3	1	4
The Merchant of_10.txt	Shakespeare	0.0472027972027972	0.050699300699300696	0.007867132867132868	0.006118881118881119	0.009615384615384616	0	0.004370629370629371	0	0	0	0	0	0.041820418204182044	42.0	872	154	15	19	34	9	9	8	5	5	18	0	4	2	1	0	0	11	5	14	5	6	0	5	2	6	2	0	9	5	2	3	9	5	4	2	0	2	7	2	2	1	1	0	0	3	0	0	0	6
The TempestThe_9.txt	Shakespeare	0.017489069331667707	0.03560274828232355	0.003123048094940662	0.003123048094940662	0.011242973141786383	0	0.003123048094940662	0	0	0.0006246096189881324	0	0	0.022988505747126436	81.86842105263158	858	136	9	14	12	15	8	10	4	4	13	0	1	2	10	1	3	12	3	3	0	3	0	2	1	4	6	2	6	0	3	2	2	1	9	1	0	2	3	1	5	0	3	0	0	8	0	1	6	4
Philebus_14.txt	Plato	0.014240506329113924	0.03401898734177215	0.0007911392405063291	0.0031645569620253164	0.003955696202531646	0	0	0	0	0.0007911392405063291	0	0	0.010182207931404072	184.1578947368421	1126	102	51	18	6	46	17	8	8	20	0	0	4	0	1	0	1	0	4	3	6	9	0	7	0	1	9	0	0	1	1	0	2	0	4	8	0	6	0	6	0	13	15	4	4	2	0	0	13	8
The Little Lady_17.txt	London	0.034454470877768664	0.02871205906480722	0.003281378178835111	0.0016406890894175555	0.0016406890894175555	0	0	0	0	0	0	0	0.02618099032441662	63.56521739130435	994	82	31	12	60	15	11	12	6	10	8	24	11	12	4	4	5	16	4	7	6	3	0	3	2	2	1	1	2	8	8	4	2	1	5	4	4	3	3	2	1	1	7	1	1	1	0	0	3	0
Oliver Twist_6.txt	Dickens	0.01824817518248175	0.053832116788321165	0.0018248175182481751	0.0009124087591240876	0.005474452554744526	0	0	0	0	0	0	0	0.02088607594936709	88.48484848484848	892	80	33	11	80	8	18	2	15	15	2	0	6	4	9	2	5	2	4	2	5	1	0	3	0	2	3	5	1	8	4	1	3	0	3	7	7	4	1	2	2	0	4	2	0	4	0	1	2	0
The Turtles of_13.txt	London	0.022304832713754646	0.040892193308550186	0.0009293680297397769	0	0.0018587360594795538	0	0	0	0	0	0	0	0.018389346861128725	98.0	942	86	32	17	6	18	11	6	12	13	11	10	11	16	12	15	15	1	3	5	1	5	0	1	0	1	1	1	2	3	3	1	0	0	2	4	6	1	1	2	1	3	0	2	1	2	0	1	2	1
Apology Crito_12.txt	Plato	0.014603616133518776	0.0458970792767733	0	0.002086230876216968	0.0076495132127955496	0	0.0034770514603616135	0	0	0	0	0	0.01253012048192771	138.03846153846155	1276	104	18	24	0	21	34	2	8	9	26	0	15	3	8	0	2	26	0	15	6	7	0	12	0	9	7	3	5	0	1	2	6	0	1	17	0	6	6	9	5	4	0	3	2	1	0	0	1	6
My Ántonia_1.txt	Cather	0.023942537909018357	0.03830806065442937	0	0	0.0023942537909018356	0	0	0	0	0	0	0	0.01607717041800643	107.9	1112	96	55	18	0	18	17	32	17	6	15	4	4	5	10	12	2	1	5	3	8	1	0	4	7	1	3	10	2	0	3	5	5	3	3	0	0	1	3	5	3	2	1	4	1	1	0	5	2	1
Roughing It Pa_10.txt	Twain	0.009208103130755065	0.03959484346224678	0.004604051565377533	0.001841620626151013	0.001841620626151013	0	0.0027624309392265192	0	0	0	0	0	0.011131725417439703	154.27777777777777	938	82	19	23	28	11	12	24	17	8	24	6	11	2	10	4	4	16	3	5	5	0	0	4	0	2	6	4	2	4	2	3	4	0	1	2	2	0	6	1	3	3	1	0	2	2	0	0	2	0
A Double Barrel_5.txt	Twain	0.022953328232593728	0.030604437643458302	0	0.0007651109410864575	0.01224177505738332	0	0.0007651109410864575	0	0	0	0	0	0.016520392359318535	104.90625	1120	102	31	28	18	17	13	44	19	13	1	8	7	30	15	14	9	3	3	5	3	1	0	4	0	7	5	10	0	5	1	2	1	0	1	2	11	6	2	1	0	6	1	1	2	7	0	1	1	0
Love of Life a_16.txt	London	0.044673539518900345	0.0352233676975945	0.007731958762886598	0	0	0	0	0	0	0	0	0	0.03920308483290488	45.68852459016394	866	68	16	13	34	12	14	10	10	8	14	60	4	6	8	0	6	16	5	3	3	7	0	3	4	5	1	0	0	2	3	0	3	4	6	1	0	1	1	1	2	1	1	0	6	1	0	0	0	3
The Odysseys of_8.txt	Homer	0.010887460831695788	0.045408678102926335	0.0005310956503266238	0.0016995060810451963	0.005257846938233576	0	0.00047798608529396147	0	0.0003186573901959743	0.0006904243454246109	0	0	0.009142951278777645	210.51351351351352	13418	2	297	289	0	142	163	194	99	135	54	0	122	75	50	25	103	40	100	55	51	20	1872	47	27	33	18	17	31	48	36	21	58	7	119	21	47	45	22	31	46	37	18	41	20	18	530	18	27	13
Titus Andronicu_16.txt	Shakespeare	0.015691868758915834	0.05206847360912981	0.003566333808844508	0.009985734664764621	0.0007132667617689016	0	0.0007132667617689016	0	0	0.0014265335235378032	0	0	0.014180929095354523	122.10344827586206	1184	160	13	24	14	9	18	2	5	12	16	0	9	3	5	1	4	5	6	3	7	4	0	5	6	5	7	1	10	1	1	2	14	4	4	0	0	0	6	0	3	1	5	1	1	5	0	0	1	0
The Glimpses of_0.txt	Wharton	0.01729106628242075	0.026897214217098942	0.0009606147934678194	0.0009606147934678194	0.002881844380403458	0	0.002881844380403458	0	0	0	0	0	0.014075495841330775	127.04545454545455	904	84	33	22	14	18	12	26	7	11	4	14	3	7	5	9	6	1	5	1	3	1	0	4	5	5	1	9	0	3	2	4	0	4	2	1	1	5	0	0	4	2	0	2	0	0	0	2	2	0
The Last Man_18.txt	Shelley	0.0170316301703163	0.0332522303325223	0.0016220600162206002	0.0008110300081103001	0.0072992700729927005	0	0.0008110300081103001	0	0	0	0	0	0.013333333333333334	139.20833333333334	1092	92	33	19	4	22	14	8	15	7	1	4	9	7	10	10	12	0	9	8	4	4	0	1	11	2	5	1	4	2	4	2	1	10	2	1	3	1	0	4	1	5	2	2	5	3	0	1	3	1
Sense and Sensi_15.txt	Austen	0.02110091743119266	0.03211009174311927	0.005504587155963303	0	0.0045871559633027525	0	0.001834862385321101	0	0	0	0	0	0.021836865767501604	82.97058823529412	932	80	22	19	4	22	16	2	12	6	5	20	5	13	0	15	15	3	4	3	7	7	0	5	11	3	2	4	1	2	2	4	1	6	4	0	15	0	0	0	1	5	0	2	0	1	0	3	0	1
The Idiot_9.txt	Dostoyevsky	0.018548387096774192	0.04758064516129032	0.004032258064516129	0	0.0064516129032258064	0	0.0024193548387096775	0	0	0	0	0	0.017826336975273145	97.03225806451613	1044	70	10	17	10	13	16	4	9	7	33	32	12	1	7	3	1	16	7	8	9	8	0	4	0	5	8	7	9	1	0	2	3	0	4	10	0	3	5	2	1	1	4	3	0	3	0	1	3	4
Love of Life a_13.txt	London	0.03825622775800712	0.03291814946619217	0.004448398576512456	0	0	0	0.0017793594306049821	0	0	0	0	0	0.032552083333333336	54.36	884	72	25	14	14	9	10	10	11	6	13	44	7	14	10	8	7	15	4	3	2	6	0	3	5	1	3	3	2	1	7	9	2	7	1	4	6	1	1	0	3	0	1	0	1	1	0	0	1	2
Richard II_3.txt	Shakespeare	0.02144082332761578	0.048027444253859346	0.0017152658662092624	0.012006861063464836	0.0008576329331046312	0	0	0	0	0.003430531732418525	0	0	0.01704199634814364	101.03571428571429	964	102	12	13	16	13	16	6	8	7	16	0	4	3	0	1	2	6	5	3	6	4	0	8	0	4	5	3	16	0	1	0	15	0	3	0	3	0	7	2	2	0	1	8	2	5	0	1	0	0
The Uncommercia_11.txt	Dickens	0.012232415902140673	0.045871559633027525	0.0030581039755351682	0	0.005351681957186544	0	0.0007645259938837921	0	0	0.0007645259938837921	0	0	0.011041009463722398	164.76190476190476	1146	102	42	18	0	28	14	10	11	16	8	0	5	0	10	8	0	0	7	4	2	7	0	6	9	6	7	6	2	1	7	2	6	3	3	5	0	2	1	1	1	1	0	2	3	3	2	2	1	1
The Duchess of_14.txt	Wilde	0.013356562137049941	0.03368176538908246	0.006387921022067364	0.004645760743321719	0.003484320557491289	0	0.0040650406504065045	0	0	0	0	0	0.021232522009321596	85.46341463414635	1232	24	31	24	0	9	15	10	10	4	12	0	7	16	6	0	5	8	3	2	0	13	0	2	0	3	11	1	11	2	2	3	6	0	3	3	8	0	7	2	4	1	1	6	0	4	10	1	1	1
Some Christmas_10.txt	Dickens	0.01937046004842615	0.047619047619047616	0	0.0008071025020177562	0.004035512510088781	0	0.003228410008071025	0	0	0.0008071025020177562	0	0	0.015544041450777202	111.18518518518519	1020	86	17	19	0	8	15	12	6	8	24	0	12	11	8	6	6	13	4	4	7	6	0	5	3	7	2	3	11	2	5	5	4	3	3	5	4	1	6	4	0	2	6	2	2	2	12	3	1	0
The Letters of_13.txt	Austen	0.016873889875666074	0.028419182948490232	0	0	0.0053285968028419185	0	0.0008880994671403197	0	0	0	0	0	0.014209591474245116	118.66666666666667	1010	90	22	20	16	12	20	10	7	13	23	0	10	3	6	3	1	4	2	10	3	0	0	3	8	9	6	1	11	7	3	3	3	6	3	6	1	1	5	2	1	4	2	1	3	2	0	1	3	1
The House of Pr_16.txt	London	0.030976965845909452	0.025416997617156472	0.0023828435266084196	0	0	0	0	0	0	0	0	0	0.023968784838350056	72.72093023255815	1064	88	32	17	20	13	25	8	16	7	6	16	7	10	15	8	5	8	1	8	4	8	0	2	0	6	3	2	0	1	2	7	1	0	2	2	1	11	5	0	3	0	2	3	5	4	0	7	4	1
Tales of Men an_18.txt	Wharton	0.018025751072961373	0.019742489270386267	0.0008583690987124463	0.002575107296137339	0.0034334763948497852	0	0	0	0	0	0	0	0.013038548752834467	142.56521739130434	1056	100	35	20	2	30	28	18	13	12	0	0	5	21	8	5	23	0	2	4	3	0	0	7	0	4	2	4	0	1	1	5	1	0	0	1	7	0	0	3	4	1	0	5	3	1	0	3	2	0
Smoke Bellew_0.txt	London	0.03544494720965309	0.03092006033182504	0.004524886877828055	0	0.0007541478129713424	0	0	0	0	0	0	0	0.027997886951928157	62.679245283018865	1110	96	42	20	12	19	11	22	13	9	2	22	7	22	11	16	20	4	9	1	2	1	0	2	6	4	2	1	0	3	3	7	0	7	0	0	8	1	2	1	0	4	0	2	5	0	0	0	0	0
Fighting France_5.txt	Wharton	0.014598540145985401	0.035583941605839414	0	0.0036496350364963502	0.0018248175182481751	0	0	0	0	0.0009124087591240876	0	0	0.00984009840098401	193.5	956	94	52	20	6	28	9	18	9	11	0	6	10	0	6	0	1	0	1	1	4	14	0	3	0	1	1	1	0	3	3	2	2	0	7	3	0	1	1	2	1	6	0	3	4	4	0	2	6	7
The Man That Co_12.txt	Twain	0.02241112828438949	0.02704791344667697	0.00463678516228748	0.00231839258114374	0.006955177743431221	0	0.0007727975270479134	0	0	0.0015455950540958269	0	0	0.019743863393810034	90.21621621621621	1090	98	26	20	6	16	19	36	17	8	29	16	10	12	16	14	4	8	4	7	6	2	0	6	0	2	2	4	7	3	2	2	5	0	2	4	0	1	4	3	2	0	1	1	4	4	0	3	1	0
A Childs Histo_11.txt	Dickens	0.01254180602006689	0.048494983277591976	0	0.0008361204013377926	0.008361204013377926	0	0	0	0	0	0	0	0.008665511265164644	215.46666666666667	1054	94	48	37	2	27	8	4	9	15	0	0	5	4	3	8	4	0	2	4	2	0	0	2	2	2	2	7	0	1	0	4	3	0	5	1	1	9	0	2	1	1	0	3	0	2	0	7	3	0
The Odyssey of_14.txt	Homer	0.01278038601982264	0.04316640584246218	0.0010432968179447052	6.520605112154408e-05	0.004434011476264998	0	0.002347417840375587	0	0	0.0005868544600938967	0	0	0.015223771093176816	132.29718875502007	10374	38	251	189	356	109	142	88	60	71	72	0	30	58	27	10	83	3	59	48	29	28	8	37	33	17	22	8	44	31	47	25	59	28	39	7	22	26	39	37	13	12	13	35	1	14	0	5	25	8
The Letters of_9.txt	Austen	0.019469026548672566	0.02743362831858407	0.0008849557522123894	0.0017699115044247787	0.002654867256637168	0	0	0	0	0.0017699115044247787	0	0	0.015091863517060367	117.21739130434783	918	78	14	11	6	16	23	8	10	14	23	2	9	6	10	3	9	7	2	4	6	5	0	2	0	6	2	1	11	1	1	3	1	0	3	6	7	2	3	0	2	3	0	4	1	0	0	0	1	2
Sanctuary_14.txt	Wharton	0.028094820017559263	0.021949078138718173	0.007901668129938543	0.003511852502194908	0.0026338893766461808	0	0.0052677787532923615	0	0	0	0	0	0.03198031980319803	57.09615384615385	924	80	23	11	34	16	15	12	14	7	13	34	7	10	7	7	9	8	5	5	1	3	0	2	12	2	4	5	0	7	3	2	2	5	0	3	3	2	0	3	1	0	1	2	1	0	0	0	1	1
Bouvard and Péc_14.txt	Flaubert	0.03277153558052434	0.03277153558052434	0.0009363295880149813	0.0046816479400749065	0.0018726591760299626	0	0.0046816479400749065	0	0	0	0	0	0.02741514360313316	66.0952380952381	902	92	45	13	4	16	14	4	13	7	1	20	3	7	6	9	5	1	3	4	3	6	0	2	0	7	5	6	1	2	4	8	1	1	3	3	6	2	3	0	0	1	0	4	1	0	0	3	0	0
Behind a Mask_12.txt	Alcott	0.02667814113597246	0.04819277108433735	0.006024096385542169	0	0.0008605851979345956	0	0	0	0	0	0	0	0.02404438964241677	72.46153846153847	954	68	19	19	32	13	17	2	11	5	15	26	3	12	4	3	3	14	6	5	9	3	0	5	9	5	3	0	1	4	2	1	0	5	2	2	7	1	4	2	3	3	0	1	1	5	0	0	1	2
Gorgias_7.txt	Plato	0.017024426350851222	0.037009622501850484	0.0051813471502590676	0	0.0022205773501110288	0	0.0007401924500370096	0	0	0.0007401924500370096	0	0	0.01564076690211907	116.16129032258064	1198	106	53	33	6	24	9	10	8	6	7	0	5	9	0	3	4	17	6	4	7	11	0	9	0	5	8	5	1	1	4	1	3	0	1	10	9	6	0	0	0	3	5	0	2	2	0	3	5	5
The Uncommercia_18.txt	Dickens	0.012512030798845043	0.03753609239653513	0.0028873917228103944	0.0019249278152069298	0.0019249278152069298	0	0.0009624639076034649	0	0	0.0009624639076034649	0	0	0.011067708333333334	163.88235294117646	916	86	44	22	0	17	18	6	7	13	3	0	8	1	5	6	0	4	3	4	3	6	0	3	0	3	4	1	2	3	3	2	1	0	3	3	0	3	2	2	3	4	0	0	4	4	8	0	3	3
Lady Susan_3.txt	Austen	0.014018691588785047	0.035046728971962614	0	0.0005841121495327102	0.004672897196261682	0	0.0005841121495327102	0	0	0	0	0	0.011111111111111112	158.96428571428572	1536	138	19	20	4	34	43	2	14	6	22	0	12	8	17	2	6	14	5	4	8	9	0	10	12	12	5	4	19	2	4	2	5	5	5	6	6	0	8	6	8	8	2	3	1	6	0	2	1	0
Uncles Dream_19.txt	Dostoyevsky	0.011255411255411256	0.04588744588744589	0	0.0008658008658008658	0.006060606060606061	0	0.01818181818181818	0	0	0.0017316017316017316	0	0	0.019975786924939468	88.3030303030303	982	78	24	14	8	25	19	20	22	10	14	10	7	2	6	3	3	13	5	4	1	4	0	6	3	2	2	3	10	1	0	1	5	3	9	0	5	1	6	0	0	2	0	1	2	1	0	0	2	2
The Judge_8.txt	West	0.018147086914995225	0.025310410697230182	0.0004775549188156638	0.0004775549188156638	0.0028653295128939827	0	0.0019102196752626551	0	0	0.0004775549188156638	0	0	0.01544898616028323	118.3125	1866	166	59	28	14	39	24	10	28	27	0	16	22	26	20	25	10	0	5	10	10	2	0	3	3	3	1	27	0	3	6	5	6	14	4	7	4	3	0	12	3	5	0	5	1	6	0	6	0	0
Oliver Twist_5.txt	Dickens	0.012298232129131437	0.04919292851652575	0	0.0015372790161414297	0.005380476556495004	0	0.0007686395080707148	0	0	0	0	0	0.013756613756613757	138.1153846153846	1138	106	53	21	8	29	15	8	13	11	0	0	5	18	4	15	19	0	6	7	5	0	0	2	0	7	3	3	0	2	3	5	1	0	0	4	5	1	0	5	3	5	0	4	1	0	0	1	2	0
Felix Holt the_17.txt	Eliot	0.01921397379912664	0.03842794759825328	0.0034934497816593887	0.0008733624454148472	0.0026200873362445414	0	0	0	0	0	0	0	0.01951219512195122	91.34375	956	72	21	9	26	16	16	8	18	11	17	32	10	5	2	1	0	10	3	7	6	5	0	3	2	6	5	2	2	6	0	3	2	6	3	7	3	2	3	3	3	7	3	1	2	0	0	1	0	2
The Tragedy of_14.txt	Twain	0.019376579612468407	0.04633529907329402	0	0.0008424599831508003	0.004212299915754001	0	0.0008424599831508003	0	0	0	0	0	0.013896931094383324	130.08333333333334	1022	90	23	36	16	17	16	14	11	13	1	10	4	0	10	8	4	1	3	6	1	2	0	2	9	4	3	6	2	4	4	2	2	4	2	1	1	4	1	2	0	0	14	1	1	1	0	10	1	0
The Fortunes an_9.txt	Defoe	0.012003693444136657	0.048938134810710986	0.0018467220683287165	0	0.007386888273314866	0	0	0	0	0.0009233610341643582	0	0	0.010897435897435897	155.94117647058823	928	80	17	22	22	6	30	8	14	4	8	0	13	22	4	7	4	5	4	9	2	3	0	5	3	5	2	9	4	1	0	1	1	1	4	2	5	8	7	4	3	3	3	0	1	1	0	1	3	0
Essays and Lect_6.txt	Wilde	0.010566762728146013	0.03362151777137368	0	0	0.0009606147934678194	0	0	0	0.0019212295869356388	0.0009606147934678194	0	0	0.007133592736705577	282.90909090909093	926	88	58	17	0	45	13	0	7	16	1	0	6	3	7	4	4	0	0	3	4	5	8	1	0	1	1	0	0	0	3	8	2	0	2	2	0	0	0	7	1	5	4	1	3	1	0	0	1	0
Selected Prose_7.txt	Wilde	0.006570302233902759	0.04204993429697766	0.002628120893561104	0.000657030223390276	0.0045992115637319315	0	0	0	0	0	0	0	0.0076164874551971325	233.47058823529412	1340	116	53	43	16	42	13	14	9	17	5	2	15	3	23	3	3	1	10	8	15	14	0	5	3	0	4	6	1	3	6	3	4	3	3	6	2	1	2	0	8	6	3	0	2	0	0	0	3	3
Shakespeares T_4.txt	Shakespeare	0.009765625	0.047526041666666664	0.004557291666666667	0	0.0032552083333333335	0	0.006510416666666667	0	0	0	0	0	0.017185821697099892	111.03125	1174	8	26	18	26	14	13	10	7	7	7	0	2	5	1	2	10	8	8	2	3	3	0	3	0	2	6	0	7	4	1	3	8	0	5	1	3	1	8	5	2	2	1	6	1	0	0	3	0	0
Parmenides_16.txt	Plato	0.013748854262144821	0.03758020164986251	0	0	0.005499541704857928	0	0	0	0	0.0009165902841429881	0	0	0.00945179584120983	207.86666666666667	936	92	42	13	24	34	17	4	9	11	0	0	3	4	1	3	0	0	0	2	5	3	0	4	0	7	1	3	0	0	0	1	1	0	2	15	2	8	0	5	1	11	1	4	2	4	0	3	6	0
One of Ours_1.txt	Cather	0.025278810408921933	0.03271375464684015	0.001486988847583643	0.0007434944237918215	0.002973977695167286	0	0.0022304832713754648	0	0	0	0	0	0.01979695431472081	87.92307692307692	1142	112	34	18	26	13	19	14	17	10	8	20	9	23	5	17	24	14	5	7	2	1	0	3	0	5	2	4	1	4	4	8	1	1	3	3	3	1	2	1	2	0	0	1	2	0	0	4	3	1
Henry IV Part_8.txt	Shakespeare	0.03583426651735722	0.044232922732362824	0.0083986562150056	0.009518477043673012	0.0033594624860022394	0	0	0	0	0.0005599104143337066	0	0	0.0320097244732577	54.139240506329116	1472	136	32	26	28	14	17	8	17	8	19	0	4	8	2	1	6	15	6	9	4	9	0	4	0	7	10	0	10	4	0	3	9	0	4	0	7	9	2	4	5	0	4	1	0	4	0	2	1	10
My Antonia_11.txt	Cather	0.02490421455938697	0.035440613026819924	0	0.0009578544061302681	0.004789272030651341	0	0	0	0	0	0	0	0.016894087069525665	102.23076923076923	928	80	22	21	10	9	12	8	10	7	14	0	5	7	4	10	6	4	6	5	7	0	0	1	3	1	1	9	6	4	2	4	2	6	1	0	0	3	8	1	1	0	8	3	3	0	0	4	3	1
The Game of Log_2.txt	Carroll	0.011842105263157895	0.03881578947368421	0.0013157894736842105	0.003947368421052632	0	0	0.0013157894736842105	0.002631578947368421	0	0.001973684210526316	0	0	0.017094017094017096	124.83333333333333	812	78	33	16	4	8	13	12	6	9	5	20	12	0	5	0	0	2	1	4	4	10	0	2	0	5	4	1	0	0	6	3	9	0	4	3	0	1	1	3	7	2	9	0	3	9	0	1	2	15
Pericles Princ_16.txt	Shakespeare	0.03838951310861423	0.05711610486891386	0.0009363295880149813	0.0028089887640449437	0.003745318352059925	0	0.0046816479400749065	0	0	0	0	0	0.03061889250814332	56.48936170212766	832	160	17	11	26	6	11	0	5	9	14	0	5	0	2	2	0	16	4	2	4	3	0	5	5	6	3	2	16	3	3	4	3	5	2	4	0	1	6	3	2	2	3	1	1	2	0	0	0	2
Henry James_10.txt	West	0.009265858873841768	0.020669992872416252	0	0	0.005702066999287242	0	0	0	0	0.0007127583749109052	0	0	0.006164058795637743	296.38461538461536	1282	112	37	18	4	27	19	2	30	12	0	4	16	7	10	6	5	0	3	6	6	16	0	5	15	7	2	3	0	2	3	4	4	13	3	2	0	0	0	2	6	4	2	4	5	0	0	1	1	1
John Barleycorn_5.txt	London	0.02936241610738255	0.04697986577181208	0.0008389261744966443	0.0008389261744966443	0.0016778523489932886	0	0	0	0	0	0	0	0.021505376344086023	85.69444444444444	1010	94	33	37	2	14	9	4	6	15	28	6	7	0	3	14	1	1	3	2	3	1	0	3	0	3	5	4	5	0	4	5	0	0	4	1	0	6	4	1	2	1	0	2	2	3	0	11	1	0
Shakespeares T_2.txt	Shakespeare	0.03233629749393695	0.054163298302344384	0	0.004850444624090542	0.0064672594987873885	0	0.0008084074373484236	0	0	0.0016168148746968471	0	0	0.027468933943754086	73.54761904761905	950	28	28	17	14	23	23	6	4	8	3	10	4	1	1	2	0	1	6	0	1	4	0	1	1	1	1	0	1	3	3	3	1	0	0	0	0	4	0	1	5	2	2	4	1	2	0	1	0	1
A Tale of Two C_4.txt	Dickens	0.02459016393442623	0.04918032786885246	0.0036429872495446266	0.0018214936247723133	0.0018214936247723133	0	0	0	0	0	0	0	0.020872865275142316	84.72727272727273	934	72	20	19	12	18	12	16	18	11	5	20	8	9	9	9	14	0	4	7	8	2	0	3	0	1	4	3	1	6	3	3	0	2	0	3	2	0	1	2	2	2	3	3	1	1	0	4	3	1
Aunt Jos Scrap_3.txt	Alcott	0.017964071856287425	0.04875962360992301	0.000855431993156544	0.001710863986313088	0.001710863986313088	0	0.00427715996578272	0	0	0	0	0	0.01601423487544484	105.96296296296296	988	78	37	24	24	8	17	10	8	9	5	24	3	8	8	4	7	1	3	4	12	1	0	4	1	0	1	7	1	7	6	1	0	1	3	0	4	8	0	0	2	3	5	1	1	2	0	1	0	0
